Year,Player,Age,Hometown,Home State,Tm,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year
2009,Frank Gore,26,Coral Gables,FL,SFO,69,215,Miami (FL),ACC,130,58,5/14/1983,3,2005
2012,Sam Bradford,25,Oklahoma City,OK,STL,76,0,Oklahoma,Big 12,160,39,1/0/1900,1,2010
2003,Jeff Garcia,33,Gilroy,CA,SFO,73,0,San Jose St.,Mountain West,72,107,2/24/1970,0,0
2010,Matt Cassel,28,Northridge,CA,KAN,77,0,USC,Pac 12,129,49,5/17/1982,7,2005
2003,Marc Bulger,26,Pittsburgh,PA,STL,75,0,West Virginia,Big 12,120,67,4/5/1977,6,2000
2001,Jay Fiedler,30,Oceanside,NY,MIA,74,225,Dartmouth,Ivy,#N/A,#N/A,12/29/1971,0,0
1999,Emmitt Smith,30,Pensacola,FL,DAL,69,221,Florida,SEC,139,55,5/15/1969,1,1990
2000,Lamar Smith,30,Fort Wayne,IN,MIA,71,230,Houston,American,98,88,11/29/1970,0,1994
2002,Brett Favre,33,Gulfport,MS,GNB,74,225,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2010,Carson Palmer,31,Fresno,CA,CIN,77,0,USC,Pac 12,129,49,12/27/1979,1,2003
2007,Carson Palmer,28,Fresno,CA,CIN,77,230,USC,Pac 12,129,49,12/27/1979,1,2003
2009,Jay Cutler,26,Santa Claus,IN,CHI,75,0,Vanderbilt,SEC,65,114,4/29/1983,1,2006
2009,Thomas Jones,31,Big Stone Gap,VA,NYJ,70,220,Virginia,ACC,90,95,8/19/1978,1,2000
2001,Corey Dillon,27,Seattle,WA,CIN,73,225,Washington,Pac 12,86,98,10/24/1974,2,1997
2000,Stephen Davis,26,Spartanburg,SC,WAS,73,230,Auburn,SEC,130,61,3/1/1974,0,1996
2003,Jon Kitna,31,Tacoma,WA,CIN,74,0,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0
2010,David Garrard,32,East Orange,NJ,JAX,73,0,East Carolina,American,97,90,2/14/1978,4,2002
2005,Eli Manning,24,New Orleans,LA,NYG,76,0,Mississippi,SEC,92,91,1/3/1981,1,2004
2002,Eddie George,29,Philadelphia,PA,TEN,75,235,Ohio St.,Big Ten,138,41,9/24/1973,1,1996
2006,Maurice Jones-Drew,21,Pinole,CA,JAX,68,205,UCLA,Pac 12,100,88,3/23/1985,2,2006
2005,Rudi Johnson,26,Ettrick,VA,CIN,70,220,Auburn,SEC,130,61,10/1/1979,4,2001
2002,Hines Ward,26,Forest Park,GA,PIT,73,205,Georgia,SEC,142,53,3/8/1976,3,1998
2011,Ryan Fitzpatrick,29,Gilbert,AZ,BUF,74,221,Harvard,Ivy,#N/A,#N/A,11/24/1982,7,2005
2005,LaMont Jordan,27,Suitland,MD,OAK,70,230,Maryland,Big Ten,98,86,11/11/1978,2,2001
2006,Tom Brady,29,San Mateo,CA,NWE,76,0,Michigan,Big Ten,124,64,8/3/1977,6,2000
2009,Kurt Warner,38,Burlington,IA,ARI,74,0,Northern Iowa,Missouri Valley,#N/A,#N/A,6/22/1971,0,0
2013,Josh Gordon,22,Houston,TX,CLE,76,220,Utah,Pac 12,123,61,4/13/1991,2,2012
2000,Tiki Barber,25,Roanoke,VA,NYG,70,200,Virginia,ACC,90,95,4/7/1975,0,1997
2005,Michael Vick,25,Newport News,VA,ATL,73,0,Virginia Tech,ACC,147,50,6/26/1980,1,2001
2010,Darren McFadden,23,North Little Rock,AR,OAK,74,210,Arkansas,SEC,107,80,8/27/1987,1,2008
2004,Rudi Johnson,25,Ettrick,VA,CIN,70,220,Auburn,SEC,130,61,10/1/1979,4,2001
2011,Ben Roethlisberger,29,Findlay,OH,PIT,77,240,Miami (OH),MAC,84,99,3/2/1982,1,2004
2003,Brett Favre,34,Gulfport,MS,GNB,74,0,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2008,LaDainian Tomlinson,29,Rosebud,TX,SDG,70,221,TCU,Big 12,138,49,6/23/1979,1,2001
2007,Terrell Owens,34,Alexander City,AL,DAL,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,1996
2002,Terrell Owens,29,Alexander City,AL,SFO,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,1996
2000,Terrell Owens,27,Alexander City,AL,SFO,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,0,1996
2008,Steve Slaton,22,Levittown,PA,HOU,70,195,West Virginia,Big 12,120,67,1/4/1986,3,2008
2013,Demaryius Thomas,26,Montrose,GA,DEN,75,229,Georgia Tech,ACC,117,77,12/25/1987,1,2010
2008,Clinton Portis,27,Laurel,MS,WAS,71,205,Miami (FL),ACC,130,58,9/1/1981,2,2002
2007,Braylon Edwards,24,Detroit,MI,CLE,75,211,Michigan,Big Ten,124,64,2/21/1983,1,2005
2003,Tom Brady,26,San Mateo,CA,NWE,76,0,Michigan,Big Ten,124,64,8/3/1977,6,2000
2000,Marvin Harrison,28,Philadelphia,PA,IND,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996
2012,Matt Schaub,31,West Chester,PA,HOU,77,0,Virginia,ACC,90,95,1/0/1900,3,2004
2009,Jason Campbell,28,Laurel,MS,WAS,77,0,Auburn,SEC,130,61,12/31/1981,1,2005
1999,Doug Flutie,37,Manchester,MD,BUF,70,180,Boston Col.,ACC,116,74,10/23/1962,11,1985
2002,Fred Taylor,26,Pahokee,FL,JAX,73,234,Florida,SEC,139,55,1/27/1976,1,1998
2012,Ben Roethlisberger,30,Findlay,OH,PIT,77,0,Miami (OH),MAC,84,99,1/0/1900,1,2004
2000,Rod Smith,30,Texarkana,AR,DEN,73,200,Missouri Southern,Division II,#N/A,#N/A,5/15/1970,0,0
2000,Shaun King,23,St. Petersburg,FL,TAM,73,215,Tulane,American,60,119,5/29/1977,0,1999
2012,Carson Palmer,33,Fresno,CA,OAK,77,0,USC,Pac 12,129,49,1/0/1900,1,2003
2003,Donovan McNabb,27,Chicago,IL,PHI,74,0,Syracuse,ACC,81,101,11/25/1976,1,1999
2008,Maurice Jones-Drew,23,Pinole,CA,JAX,68,205,UCLA,Pac 12,100,88,3/23/1985,2,2006
2005,Drew Bledsoe,33,Ellensburg,WA,DAL,77,0,Washington St.,Pac 12,75,106,2/14/1972,1,1993
2005,Jake Plummer,31,Boise,ID,DEN,74,0,Arizona St.,Pac 12,101,86,12/19/1974,2,1997
2008,David Garrard,30,East Orange,NJ,JAX,73,0,East Carolina,American,97,90,2/14/1978,4,2002
2010,Rashard Mendenhall,23,Skokie,IL,PIT,71,210,Illinois,Big Ten,73,107,6/19/1987,1,2008
2012,Ray Rice,25,New Rochelle,NY,BAL,69,195,Rutgers,Big Ten,87,96,7/13/1900,2,2008
1999,Brett Favre,30,Gulfport,MS,GNB,74,225,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2010,Jay Cutler,27,Santa Claus,IN,CHI,75,0,Vanderbilt,SEC,65,114,4/29/1983,1,2006
2008,Tyler Thigpen,24,Winnsboro,SC,KAN,75,0,Coastal Carolina,Big South,#N/A,#N/A,4/14/1984,7,0
2003,Edgerrin James,25,Immokalee,FL,IND,73,214,Miami (FL),ACC,130,58,8/1/1978,1,1999
1999,Dorsey Levens,29,Syracuse,NY,GNB,73,230,Notre Dame,Independent,112,74,5/21/1970,5,0
2010,LeSean McCoy,22,Harrisburg,PA,PHI,70,215,Pittsburgh,ACC,106,80,7/12/1988,2,2009
2007,Jamal Lewis,28,Atlanta,GA,CLE,12,240,Tennessee,SEC,113,75,8/29/1979,1,2000
2011,Marshawn Lynch,25,Oakland,CA,SEA,12,215,California,Pac 12,90,94,4/22/1986,1,2007
2003,Brad Johnson,35,Marietta,GA,TAM,77,0,Florida St.,ACC,130,54,9/13/1968,9,1992
2012,Calvin Johnson,27,Tyrone,GA,DET,77,239,Georgia Tech,ACC,117,77,8/26/1900,1,2007
2008,Chad Pennington,32,Knoxville,TN,MIA,75,0,Marshall,Conference USA,107,80,6/26/1976,1,2000
2002,Chad Pennington,26,Knoxville,TN,NYJ,75,225,Marshall,Conference USA,107,80,6/26/1976,1,2000
2005,Drew Brees,26,Austin,TX,SDG,73,0,Purdue,Big Ten,92,94,1/15/1979,2,2001
2001,LaDainian Tomlinson,22,Rosebud,TX,SDG,70,221,TCU,Big 12,138,49,6/23/1979,1,2001
2013,Calvin Johnson,28,Tyrone,GA,DET,77,239,Georgia Tech,ACC,117,77,9/25/1985,1,2007
2005,Trent Green,35,Cedar Rapids,IA,KAN,75,0,Indiana,Big Ten,58,118,7/9/1970,8,1993
2000,Kerry Collins,28,Lebanon,PA,NYG,77,248,Penn St.,Big Ten,15,68,12/30/1972,1,1995
2009,Kyle Orton,27,Altoona,IA,DEN,76,0,Purdue,Big Ten,92,94,11/14/1982,4,2005
2007,Donovan McNabb,31,Chicago,IL,PHI,74,240,Syracuse,ACC,81,101,11/25/1976,1,1999
2002,Jamal Lewis,23,Atlanta,GA,BAL,71,240,Tennessee,SEC,113,75,8/29/1979,1,2000
2000,James Stewart,29,Morristown,TN,DET,73,224,Tennessee,SEC,113,75,12/27/1971,1,1995
2008,Tony Romo,28,San Diego,CA,DAL,74,0,East. Illinois,Ohio Valley,#N/A,#N/A,4/21/1980,0,0
2013,Jimmy Graham,27,Goldsboro,NC,NOR,79,260,Miami (FL),ACC,130,58,11/24/1986,3,2010
2010,Michael Turner,28,Waukegan,IL,ATL,70,237,Northern Illinois,MAC,119,69,2/13/1982,5,2004
2007,Kurt Warner,36,Burlington,IA,ARI,74,220,Northern Iowa,Missouri Valley,#N/A,#N/A,6/22/1971,0,0
2010,Kyle Orton,28,Altoona,IA,DEN,76,0,Purdue,Big Ten,92,94,11/14/1982,4,2005
2001,Ricky Williams,24,San Diego,CA,NOR,70,226,Texas,Big 12,149,45,5/21/1977,1,1999
2010,Matt Forte,25,Lake Charles,LA,CHI,73,221,Tulane,American,60,119,12/10/1985,2,2008
2007,Jay Cutler,24,Santa Claus,IN,DEN,75,225,Vanderbilt,SEC,65,114,4/29/1983,1,2006
2008,Brian Westbrook,29,Washington,DC,PHI,68,200,Villanova,Big East,#N/A,#N/A,9/2/1979,3,2002
2012,Brandon Marshall,28,Pittsburgh,PA,CHI,76,229,Central Florida,American,99,86,8/16/1900,4,2006
1999,Randy Moss,22,Rand,WV,MIN,76,215,Marshall,Conference USA,107,80,2/13/1977,1,1998
2002,Ahman Green,25,Omaha,NE,GNB,73,217,Nebraska,Big Ten,134,61,2/16/1977,3,1998
2011,Michael Turner,29,Waukegan,IL,ATL,12,237,Northern Illinois,MAC,119,69,2/13/1982,5,2004
2009,Ricky Williams,32,San Diego,CA,MIA,70,226,Texas,Big 12,149,45,5/21/1977,1,1999
2013,Carson Palmer,34,Fresno,CA,ARI,77,230,USC,Pac 12,129,49,12/27/1979,1,2003
2011,Jordy Nelson,26,Manhattan,KS,GNB,75,215,Kansas St.,Big 12,118,71,5/31/1985,2,2008
2010,Ben Roethlisberger,28,Findlay,OH,PIT,77,0,Miami (OH),MAC,84,99,3/2/1982,1,2004
2005,Kerry Collins,33,Lebanon,PA,OAK,77,0,Penn St.,Big Ten,15,68,12/30/1972,1,1995
2011,Alex Smith,27,Seattle,WA,SFO,76,212,Utah,Pac 12,123,61,5/7/1984,1,2005
2006,Rudi Johnson,27,Ettrick,VA,CIN,70,220,Auburn,SEC,130,61,10/1/1979,4,2001
2011,Josh Freeman,23,Kansas City,MO,TAM,78,240,Kansas St.,Big 12,118,71,1/13/1988,1,2009
2008,Larry Fitzgerald,25,Minneapolis,MN,ARI,75,225,Pittsburgh,ACC,106,80,8/31/1983,1,2004
2000,Brett Favre,31,Gulfport,MS,GNB,74,225,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2003,Travis Henry,25,Frostproof,FL,BUF,69,215,Tennessee,SEC,113,75,10/29/1978,2,2001
2011,Joe Flacco,26,Voorhees,NJ,BAL,78,232,Delaware,Colonial Athletic Association,#N/A,#N/A,1/16/1985,1,2008
2012,Ryan Fitzpatrick,30,Gilbert,AZ,BUF,74,0,Harvard,Ivy,#N/A,#N/A,1/0/1900,7,2005
2009,Andre Johnson,28,Miami,FL,HOU,75,219,Miami (FL),ACC,130,58,7/11/1981,1,2003
2010,Ray Rice,23,New Rochelle,NY,BAL,69,195,Rutgers,Big Ten,87,96,1/22/1987,2,2008
2011,Wes Welker,30,Oklahoma City,OK,NWE,69,190,Texas Tech,Big 12,120,70,5/1/1981,0,0
2013,Robert Griffin,23,Okinawa,Japan,WAS,74,220,Baylor,Big 12,71,108,2/12/1990,1,2012
2001,Antowain Smith,29,Millbrook,AL,NWE,74,232,Houston,American,98,88,3/14/1972,1,1997
2002,Kerry Collins,30,Lebanon,PA,NYG,77,248,Penn St.,Big Ten,15,68,12/30/1972,1,1995
2009,Carson Palmer,30,Fresno,CA,CIN,77,0,USC,Pac 12,129,49,12/27/1979,1,2003
2001,Mark Brunell,31,Los Angeles,CA,JAX,73,217,Washington,Pac 12,86,98,9/17/1970,5,1993
2004,Matt Hasselbeck,29,Westwood,MA,SEA,76,223,Boston Col.,ACC,116,74,9/25/1975,6,1998
2001,Daunte Culpepper,24,Ocala,FL,MIN,76,264,Central Florida,American,99,86,1/28/1977,1,1999
2012,C.J. Spiller,25,Lake Butler,FL,BUF,71,194,Clemson,ACC,123,68,7/12/1900,1,2010
2006,Philip Rivers,25,Decatur,AL,SDG,77,0,North Carolina St.,ACC,98,88,12/8/1981,1,2004
1999,Charlie Garner,27,Fairfax,VA,SFO,70,190,Tennessee,SEC,113,75,2/13/1972,2,1994
2011,Tim Tebow,24,Makati City,Phillippines,DEN,74,236,Florida,SEC,139,55,8/14/1987,1,2010
2007,Reggie Wayne,29,New Orleans,LA,IND,73,198,Miami (FL),ACC,130,58,11/17/1978,1,2001
2009,Ryan Grant,27,Suffern,NY,GNB,73,218,Notre Dame,Independent,112,74,12/9/1982,0,0
2001,David Boston,23,Humble,TX,ARI,74,240,Ohio St.,Big Ten,138,41,8/19/1978,1,1999
2006,Marvin Harrison,34,Philadelphia,PA,IND,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996
2011,Andy Dalton,24,0,,CIN,74,215,TCU,Big 12,138,49,1/0/1900,2,2011
2009,Joe Flacco,24,Voorhees,NJ,BAL,78,0,Delaware,Colonial Athletic Association,#N/A,#N/A,1/16/1985,1,2008
2004,Javon Walker,26,Galveston,TX,GNB,75,220,Florida St.,ACC,130,54,10/14/1978,1,2002
2000,Warrick Dunn,25,Baton Rouge,LA,TAM,69,180,Florida St.,ACC,130,54,1/5/1975,1,1997
2005,Jake Delhomme,30,Breaux Bridge,LA,CAR,74,0,La-Lafayette,Sun Belt,74,104,1/10/1975,0,0
2008,Chris Johnson,23,Orlando,FL,TEN,71,195,East Carolina,American,97,90,9/23/1985,1,2008
2013,A.J. Green,25,Summerville,SC,CIN,76,205,Georgia,SEC,142,53,7/31/1988,1,2011
2010,Ryan Fitzpatrick,28,Gilbert,AZ,BUF,74,0,Harvard,Ivy,#N/A,#N/A,11/24/1982,7,2005
2010,Brandon Lloyd,29,Kansas City,MO,DEN,73,192,Illinois,Big Ten,73,107,7/5/1981,4,2003
2002,Marshall Faulk,29,New Orleans,LA,STL,70,211,San Diego St.,Mountain West,77,104,2/26/1973,1,1994
2006,Vince Young,23,Houston,TX,TEN,77,0,Texas,Big 12,149,45,5/18/1983,1,2006
2013,Eddie Lacy,22,0,,GNB,71,231,Alabama,SEC,114,58,1/0/1900,2,2013
2001,Jake Plummer,27,Boise,ID,ARI,74,212,Arizona St.,Pac 12,101,86,12/19/1974,2,1997
2003,Stephen Davis,29,Spartanburg,SC,CAR,73,230,Auburn,SEC,130,61,3/1/1974,4,1996
2013,Joe Flacco,28,Voorhees,NJ,BAL,78,232,Delaware,Colonial Athletic Association,#N/A,#N/A,1/16/1985,1,2008
2004,Joe Horn,32,New Haven,CT,NOR,73,206,Itawamba JC,Junior College,#N/A,#N/A,1/16/1972,5,0
2011,Victor Cruz,25,Patterson,NJ,NYG,73,204,Massachusetts,MAC,#N/A,#N/A,11/11/1986,0,0
2008,Andre Johnson,27,Miami,FL,HOU,75,219,Miami (FL),ACC,130,58,7/11/1981,1,2003
2004,Willis McGahee,23,Miami,FL,BUF,73,228,Miami (FL),ACC,130,58,10/21/1981,1,2003
2012,Philip Rivers,31,Decatur,AL,SDG,77,0,North Carolina St.,ACC,98,88,12/8/1981,1,2004
2000,Steve Beuerlein,35,Los Angeles,CA,CAR,75,220,Notre Dame,Independent,112,74,3/7/1965,0,1987
2012,Dez Bryant,24,Lufkin,TX,DAL,74,225,Oklahoma St.,Big 12,113,73,8/12/1900,1,2010
2004,David Carr,25,Bakersfield,CA,HOU,75,215,Fresno St.,Mountain West,121,74,7/21/1979,1,2002
2008,Calvin Johnson,23,Tyrone,GA,DET,77,239,Georgia Tech,ACC,117,77,9/25/1985,1,2007
2010,Dwayne Bowe,26,Miami,FL,KAN,74,221,LSU,SEC,146,48,9/21/1984,1,2007
2002,Duce Staley,27,Tampa,FL,PHI,71,242,South Carolina,SEC,110,76,2/27/1975,3,1997
2005,Mark Brunell,35,Los Angeles,CA,WAS,73,0,Washington,Pac 12,86,98,9/17/1970,5,1993
2013,Brandon Marshall,29,Pittsburgh,PA,CHI,76,229,Central Florida,American,99,86,3/23/1984,4,2006
2009,Randy Moss,32,Rand,WV,NWE,76,215,Marshall,Conference USA,107,80,2/13/1977,1,1998
2004,Brian Westbrook,25,Washington,DC,PHI,68,200,Villanova,Big East,#N/A,#N/A,9/2/1979,3,2002
2002,Brad Johnson,34,Marietta,GA,TAM,77,226,Florida St.,ACC,130,54,9/13/1968,9,1992
2010,Ahmad Bradshaw,24,Bluefield,VA,NYG,71,195,Marshall,Conference USA,107,80,3/19/1986,7,2007
2001,Rod Smith,31,Texarkana,AR,DEN,73,200,Missouri Southern,Division II,#N/A,#N/A,5/15/1970,0,0
2013,DeMarco Murray,25,Las Vegas,NV,DAL,73,214,Oklahoma,Big 12,160,39,2/12/1988,3,2011
2005,Larry Fitzgerald,22,Minneapolis,MN,ARI,75,225,Pittsburgh,ACC,106,80,8/31/1983,1,2004
2006,Donovan McNabb,30,Chicago,IL,PHI,74,0,Syracuse,ACC,81,101,11/25/1976,1,1999
2012,Jamaal Charles,26,Port Arthur,TX,KAN,73,200,Texas,Big 12,149,45,7/18/1900,3,2008
2012,Trent Richardson,21,Pensacola,FL,CLE,69,228,Alabama,SEC,114,58,8/15/1900,1,2012
2000,Derrick Alexander,29,Detroit,MI,KAN,74,195,Michigan,Big Ten,124,64,11/6/1971,1,1994
2013,Adrian Peterson,28,Palestine,TX,MIN,74,217,Oklahoma,Big 12,160,39,3/21/1985,1,2007
2004,Terrell Owens,31,Alexander City,AL,PHI,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,0
2000,Jamal Lewis,21,Atlanta,GA,BAL,71,240,Tennessee,SEC,113,75,8/29/1979,1,2000
2010,Maurice Jones-Drew,25,Pinole,CA,JAX,68,205,UCLA,Pac 12,100,88,3/23/1985,2,2006
2010,Mark Sanchez,24,Long Beach,CA,NYJ,74,0,USC,Pac 12,129,49,11/11/1986,1,2009
1999,Drew Bledsoe,27,Ellensburg,WA,NWE,77,238,Washington St.,Pac 12,75,106,2/14/1972,1,1993
2010,Roddy White,29,James Island,SC,ATL,73,201,Ala-Birmingham,Conference USA,#N/A,#N/A,11/2/1981,1,2005
2012,A.J. Green,24,Summerville,SC,CIN,76,205,Georgia,SEC,142,53,7/23/1900,1,2011
2008,Eli Manning,27,New Orleans,LA,NYG,76,0,Mississippi,SEC,92,91,1/3/1981,1,2004
2008,Brandon Jacobs,26,Houma,LA,NYG,76,256,Southern Illinois,Missouri Valley,#N/A,#N/A,7/6/1982,4,2005
2002,Corey Dillon,28,Seattle,WA,CIN,73,225,Washington,Pac 12,86,98,10/24/1974,2,1997
2008,Jason Campbell,27,Laurel,MS,WAS,77,0,Auburn,SEC,130,61,12/31/1981,1,2005
2007,Jon Kitna,35,Tacoma,WA,DET,74,220,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0
1999,Jimmy Smith,30,Detroit,MI,JAX,73,213,Jackson St.,SWAC,#N/A,#N/A,2/9/1969,2,0
2000,Isaac Bruce,28,Fort Lauderdale,FL,STL,73,188,Memphis,American,68,112,11/10/1972,0,1994
2004,Clinton Portis,23,Laurel,MS,WAS,71,205,Miami (FL),ACC,130,58,9/1/1981,2,2002
2005,Santana Moss,26,Miami,FL,WAS,70,185,Miami (FL),ACC,130,58,6/1/1979,1,2001
1999,Ricky Watters,30,Harrisburg,PA,SEA,73,217,Notre Dame,Independent,112,74,4/7/1969,2,1991
1999,Cris Carter,34,Troy,OH,MIN,75,202,Ohio St.,Big Ten,138,41,11/25/1965,4,0
2001,Kerry Collins,29,Lebanon,PA,NYG,77,248,Penn St.,Big Ten,15,68,12/30/1972,1,1995
1999,Curtis Martin,26,Pittsburgh,PA,NYJ,71,210,Pittsburgh,ACC,106,80,5/1/1973,3,1995
2005,Thomas Jones,27,Big Stone Gap,VA,CHI,70,220,Virginia,ACC,90,95,8/19/1978,1,2000
1999,Steve McNair,26,Mount Olive,MS,TEN,74,235,Alcorn St.,SWAC,#N/A,#N/A,2/14/1973,1,1995
2005,Chad Johnson,27,Miami,FL,CIN,73,192,Miami (FL),ACC,130,58,1/9/1978,2,2001
2007,Larry Fitzgerald,24,Minneapolis,MN,ARI,75,225,Pittsburgh,ACC,106,80,8/31/1983,1,2004
2004,Marvin Harrison,32,Philadelphia,PA,IND,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996
2005,Mike Anderson,32,Winnsboro,SC,DEN,73,230,Utah,Pac 12,123,61,9/21/1973,6,2000
2000,Corey Dillon,26,Seattle,WA,CIN,73,225,Washington,Pac 12,86,98,10/24/1974,0,1997
2000,Drew Bledsoe,28,Ellensburg,WA,NWE,77,238,Washington St.,Pac 12,75,106,2/14/1972,1,1993
2002,Michael Bennett,24,Milwaukee,WI,MIN,69,211,Wisconsin,Big Ten,135,60,8/13/1978,1,2001
2001,Brad Johnson,33,Marietta,GA,TAM,77,226,Florida St.,ACC,130,54,9/13/1968,9,1992
2000,Torry Holt,24,Greensboro,NC,STL,73,190,North Carolina St.,ACC,98,88,6/5/1976,1,1999
2006,Brett Favre,37,Gulfport,MS,GNB,74,0,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2013,Antonio Brown,25,Miami,FL,PIT,70,180,Central Michigan,MAC,83,100,7/10/1988,6,2010
1999,Jon Kitna,27,Tacoma,WA,SEA,74,220,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0
2009,Joseph Addai,26,Houston,TX,IND,71,210,LSU,SEC,146,48,5/3/1983,1,2006
2012,Stevan Ridley,23,Natchez,MS,NWE,71,230,LSU,SEC,146,48,8/17/1900,3,2011
2013,Dez Bryant,25,Lufkin,TX,DAL,74,225,Oklahoma St.,Big 12,113,73,11/4/1988,1,2010
2008,Matt Ryan,23,Exton,PA,ATL,77,0,Boston Col.,ACC,116,74,5/17/1985,1,2008
2013,Chris Johnson,28,Orlando,FL,TEN,71,195,East Carolina,American,97,90,9/23/1985,1,2008
2007,Marion Barber,24,Plymouth,MN,DAL,12,221,Minnesota,Big Ten,90,96,6/10/1983,4,2005
2007,Eli Manning,26,New Orleans,LA,NYG,76,218,Mississippi,SEC,92,91,1/3/1981,1,2004
2009,Miles Austin,25,Summitt,NJ,DAL,75,215,Monmouth,Big South,#N/A,#N/A,6/30/1984,0,0
2010,Steven Jackson,27,Las Vegas,NV,STL,75,229,Oregon St.,Pac 12,111,76,7/22/1983,1,2004
2009,Steven Jackson,26,Las Vegas,NV,STL,75,229,Oregon St.,Pac 12,111,76,7/22/1983,1,2004
2006,Terrell Owens,33,Alexander City,AL,DAL,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,1996
2004,Priest Holmes,31,Fort Smith,AR,KAN,69,213,Texas,Big 12,149,45,10/7/1973,0,0
2010,Greg Jennings,27,Kalamazoo,MI,GNB,71,195,West. Michigan,MAC,#N/A,#N/A,9/21/1983,2,2006
2012,Demaryius Thomas,25,Montrose,GA,DEN,75,229,Georgia Tech,ACC,117,77,8/16/1900,1,2010
2007,Chad Johnson,29,Miami,FL,CIN,73,192,Miami (FL),ACC,130,58,1/9/1978,2,2001
2012,Frank Gore,29,Coral Gables,FL,SFO,69,215,Miami (FL),ACC,130,58,8/2/1900,3,2005
2011,Jimmy Graham,25,Goldsboro,NC,NOR,79,260,Miami (FL),ACC,130,58,11/24/1986,3,2010
2004,Ahman Green,27,Omaha,NE,GNB,73,217,Nebraska,Big Ten,134,61,2/16/1977,3,1998
2004,Torry Holt,28,Greensboro,NC,STL,73,190,North Carolina St.,ACC,98,88,6/5/1976,1,1999
2005,Steven Jackson,22,Las Vegas,NV,STL,75,229,Oregon St.,Pac 12,111,76,7/22/1983,1,2004
2004,Drew Bennett,26,Berkeley,CA,TEN,77,206,UCLA,Pac 12,100,88,8/26/1978,0,0
2001,Stephen Davis,27,Spartanburg,SC,WAS,73,230,Auburn,SEC,130,61,3/1/1974,4,1996
1999,Jeff Blake,29,Daytona Beach,FL,CIN,73,223,East Carolina,American,97,90,12/4/1970,6,1992
2003,Quincy Carter,26,Decatur,GA,DAL,74,0,Georgia,SEC,142,53,10/13/1977,2,2001
2003,Chad Johnson,25,Miami,FL,CIN,73,192,Miami (FL),ACC,130,58,1/9/1978,2,0
2004,Reuben Droughns,26,Chicago,IL,DEN,71,207,Oregon,Pac 12,143,47,8/21/1978,3,2000
2000,Ricky Williams,23,San Diego,CA,NOR,70,226,Texas,Big 12,149,45,5/21/1977,1,1999
1999,Elvis Grbac,29,Cleveland,OH,KAN,77,232,Michigan,Big Ten,124,64,8/13/1970,8,1993
2010,Sam Bradford,23,Oklahoma City,OK,STL,76,0,Oklahoma,Big 12,160,39,11/8/1987,1,2010
2013,Alshon Jeffery,23,St. Matthews,SC,CHI,76,230,South Carolina,SEC,110,76,2/19/1990,2,2012
2008,Brett Favre,39,Gulfport,MS,NYJ,74,0,Southern Miss,Conference USA,104,85,10/10/1969,2,1991
2004,Warrick Dunn,29,Baton Rouge,LA,ATL,69,180,Florida St.,ACC,130,54,1/5/1975,1,1997
1999,Isaac Bruce,27,Fort Lauderdale,FL,STL,73,188,Memphis,American,68,112,11/10/1972,2,1994
2001,Brian Griese,26,Miami,FL,DEN,75,215,Michigan,Big Ten,124,64,3/18/1975,3,1998
2000,Brian Griese,25,Miami,FL,DEN,75,215,Michigan,Big Ten,124,64,3/18/1975,3,1998
1999,Marcus Robinson,24,Fort Valley,GA,CHI,75,215,South Carolina,SEC,110,76,2/27/1975,4,1997
2013,Geno Smith,23,0,,NYJ,75,218,West Virginia,Big 12,120,67,1/0/1900,2,2013
2002,Jake Plummer,28,Boise,ID,ARI,74,212,Arizona St.,Pac 12,101,86,12/19/1974,2,1997
2007,David Garrard,29,East Orange,NJ,JAX,73,244,East Carolina,American,97,90,2/14/1978,4,2002
2012,Christian Ponder,24,Dallas,TX,MIN,74,0,Florida St.,ACC,130,54,1/0/1900,1,2011
2001,Trent Green,31,Cedar Rapids,IA,KAN,75,217,Indiana,Big Ten,58,118,7/9/1970,8,1993
2004,Reggie Wayne,26,New Orleans,LA,IND,73,198,Miami (FL),ACC,130,58,11/17/1978,1,2001
2013,Eric Decker,26,Cold Spring,MN,DEN,75,206,Minnesota,Big Ten,90,96,3/15/1987,3,2010
2004,Joey Harrington,26,Portland,OR,DET,76,220,Oregon,Pac 12,143,47,10/21/1978,1,2002
